0.000	  0.00	  0.00
1.001	  0.05	 -0.08
1.201	 -0.11	  0.03
1.401	  0.02	 -0.06
1.601	 -0.03	 -0.06
1.801	 -0.06	  0.03
2.002	 -0.02	 -0.06
2.202	 -0.05	 -0.07
2.402	  0.00	 -0.05
2.602	 -0.03	 -0.10
2.802	  0.00	 -0.11
3.003	  0.08	 -0.20
3.203	 -0.10	 -0.09
3.403	  0.04	 -0.09
3.603	  0.06	 -0.22
3.803	 -0.08	 -0.06
4.004	  0.06	 -0.08
4.204	  0.06	 -0.08
4.404	  0.10	  0.11
4.604	  0.24	  0.13
4.804	  0.32	  0.24
5.005	  0.51	  0.43
5.205	  0.49	  0.65
5.405	  0.77	  0.87
5.605	  1.02	  0.96
5.805	  1.03	  1.32
6.006	  1.37	  1.59
6.206	  1.59	  1.77
6.406	  1.70	  2.23
6.606	  2.10	  2.49
6.806	  2.30	  2.80
7.007	  2.61	  3.22
7.207	  2.90	  3.56
7.407	  3.18	  3.98
7.607	  3.52	  4.41
7.807	  3.75	  4.88
8.008	  4.23	  5.33
8.208	  4.56	  5.68
8.408	  4.81	  6.27
8.608	  5.29	  6.75
8.808	  5.66	  7.18
9.009	  5.97	  7.80
9.209	  6.48	  8.24
9.409	  7.45	  9.84
16.016	 14.27	 18.36
16.216	 14.14	 18.35
16.416	 14.24	 18.31
16.616	 14.24	 18.32
16.816	 14.25	 18.31
17.017	 14.23	 18.29
17.217	 14.28	 18.39
17.417	 14.28	 18.32
17.617	 14.16	 18.38
17.817	 14.29	 18.37
18.019	 14.33	 18.24
18.219	 14.17	 18.37
18.419	 14.29	 18.31
18.619	 14.24	 18.26
18.819	 14.26	 18.32
19.020	 14.26	 18.26
19.220	 14.27	 18.29
19.420	 14.28	 18.27
19.620	 14.26	 18.21
19.820	 14.28	 18.28
20.021	 14.29	 18.20
20.221	 14.18	 18.27
20.421	 14.30	 18.25
20.621	 14.33	 18.13
20.821	 14.18	 18.29
21.022	 14.31	 18.25
21.222	 14.24	 18.23
21.422	 14.25	 18.24
21.622	 14.27	 18.22
21.822	 14.25	 18.24
22.023	 14.26	 18.20
22.223	 14.23	 18.20
22.423	 14.28	 18.25
22.623	 14.24	 18.20
22.823	 14.18	 18.28
23.024	 14.41	 18.29
23.224	 14.46	 18.27
23.424	 14.35	 18.48
23.624	 14.59	 18.51
23.824	 14.70	 18.55
24.025	 14.86	 18.78
24.225	 15.07	 18.94
24.425	 15.30	 19.08
24.625	 15.56	 19.33
24.825	 15.79	 19.56
25.026	 18.82	 18.46
147.954	 35.92	 61.45
148.155	 35.87	 61.37
148.355	 35.76	 61.38
148.555	 35.88	 61.34
148.755	 35.78	 61.27
148.955	 35.70	 61.36
149.156	 35.84	 61.26
149.356	 35.75	 61.25
149.556	 35.77	 61.23
