0.973	 0.000	-0.0011
0.998	 0.000	-0.0019
1.023	 0.000	-0.0019
1.048	 0.000	-0.0019
1.073	 0.000	-0.0019
1.098	 0.000	-0.0023
1.123	 0.000	-0.0023
1.148	 0.000	-0.0015
1.173	 0.000	-0.0011
1.198	 0.000	-0.0023
1.223	 0.000	-0.0015
1.248	 0.000	-0.0015
1.273	 0.000	-0.0019
1.298	 0.000	-0.0015
1.323	 0.000	-0.0019
1.348	 0.000	-0.0015
1.373	 0.000	-0.0007
1.398	 0.000	-0.0015
1.423	 0.000	-0.0015
1.448	 0.000	-0.0015
1.473	 0.000	-0.0015
1.498	 0.000	-0.0015
1.523	 0.000	-0.0019
1.548	 0.000	-0.0015
1.573	 0.000	-0.0027
1.598	 0.000	-0.0015
1.623	 0.000	-0.0015
1.648	 0.000	-0.0019
1.673	 0.000	-0.0019
1.698	 0.000	-0.0015
1.723	 0.000	-0.0027
1.748	 0.000	-0.0011
1.773	 0.000	-0.0023
1.798	 0.000	-0.0023
1.823	 0.000	-0.0015
1.848	 0.000	-0.0019
1.873	 0.000	-0.0027
1.898	 0.000	-0.0019
1.923	 0.000	-0.0023
1.948	 0.000	-0.0019
1.973	 0.000	-0.0015
1.998	 0.000	-0.0007
2.023	 0.000	-0.0015
2.048	 0.000	-0.0011
2.073	 0.000	-0.0019
2.098	 0.000	-0.0031
2.123	 0.000	-0.0015
2.148	 0.000	-0.0019
2.173	 0.000	-0.0015
2.198	 0.000	-0.0015
2.223	 0.000	-0.0011
2.248	 0.000	-0.0015
2.273	 0.000	-0.0015
2.298	 0.000	-0.0027
2.323	 0.000	-0.0023
2.348	 0.000	-0.0019
2.373	 0.000	-0.0023
2.398	 0.000	-0.0011
2.423	 0.000	-0.0023
2.448	 0.000	-0.0023
2.473	 0.000	-0.0011
2.498	 0.000	-0.0011
2.523	 0.000	-0.0019
2.548	 0.000	-0.0019
2.573	 0.000	-0.0019
2.598	 0.000	-0.0023
2.623	 0.000	-0.0019
2.648	 0.000	-0.0011
2.673	 0.000	-0.0011
2.698	 0.000	-0.0011
2.723	 0.000	-0.0011
2.748	 0.000	-0.0003
2.773	 0.000	-0.0003
2.798	 0.000	-0.0015
2.823	 0.000	-0.0023
2.848	 0.000	-0.0015
2.873	 0.000	-0.0035
2.898	 0.000	-0.0011
2.923	 0.000	-0.0019
2.948	 0.000	-0.0023
2.973	 0.000	-0.0015
2.998	 0.000	-0.0015
3.023	 0.000	-0.0039
3.048	 0.000	-0.0015
3.073	 0.000	-0.0011
3.098	 0.000	-0.0015
3.123	 0.000	-0.0019
3.148	 0.000	-0.0019
3.173	 0.000	-0.0019
3.198	 0.000	-0.0019
3.223	 0.000	-0.0023
3.248	 0.000	-0.0015
3.273	 0.020	-0.0019
3.298	 0.000	-0.0015
3.323	 0.000	-0.0023
3.348	 0.000	-0.0019
3.373	 0.000	-0.0015
3.398	 0.020	-0.0023
3.423	 0.000	-0.0015
3.448	 0.020	-0.0011
3.473	 0.000	-0.0015
3.498	 0.020	-0.0019
3.523	 0.020	-0.0015
3.548	 0.020	-0.0023
3.573	 0.039	-0.0003
3.598	 0.039	-0.0019
3.623	 0.039	-0.0015
3.648	 0.079	-0.0015
3.673	 0.079	-0.0019
3.698	 0.099	-0.0035
3.723	 0.138	-0.0011
3.748	 0.138	-0.0039
3.773	 0.158	-0.0011
3.798	 0.178	-0.0019
3.823	 0.197	-0.0019
3.848	 0.197	-0.0011
3.873	 0.237	-0.0007
3.898	 0.256	-0.0011
3.923	 0.256	-0.0011
3.948	 0.296	-0.0011
3.973	 0.296	-0.0015
3.998	 0.316	-0.0011
4.023	 0.335	-0.0015
4.048	 0.375	-0.0015
4.073	 0.375	-0.0011
4.098	 0.395	-0.0003
4.123	 0.414	-0.0015
4.148	 0.434	-0.0007
4.173	 0.454	-0.0019
4.198	 0.454	-0.0011
4.223	 0.493	-0.0007
4.248	 0.513	-0.0023
4.273	 0.533	-0.0003
4.298	 0.533	-0.0003
4.323	 0.572	0.0001
4.348	 0.592	-0.0007
4.373	 0.592	-0.0003
4.398	 0.631	0.0006
4.423	 0.631	-0.0003
4.448	 0.671	0.0001
4.473	 0.690	0.0006
4.498	 0.710	-0.0003
4.523	 0.730	0.0022
4.548	 0.750	0.0018
4.573	 0.769	0.0018
4.598	 0.769	0.0006
4.623	 0.809	-0.0003
4.648	 0.829	0.0014
4.673	 0.848	0.0010
4.698	 0.868	0.0018
4.723	 0.888	0.0022
4.748	 0.927	0.0030
4.773	 0.907	0.0010
4.798	 0.967	0.0038
4.823	 0.967	0.0026
4.848	 0.986	0.0026
4.873	 1.006	0.0022
4.898	 1.026	0.0026
4.923	 1.045	0.0022
4.948	 1.065	0.0022
4.973	 1.085	0.0034
4.998	 1.105	0.0034
5.023	 1.105	0.0034
5.048	 1.144	0.0034
5.073	 1.144	0.0022
5.098	 1.164	0.0030
5.123	 1.184	0.0034
5.148	 1.203	0.0026
5.173	 1.223	0.0030
5.198	 1.243	0.0034
5.223	 1.262	0.0030
5.248	 1.282	0.0042
5.273	 1.282	0.0038
5.298	 1.322	0.0034
5.323	 1.322	0.0030
5.348	 1.322	0.0030
5.373	 1.381	0.0026
5.398	 1.381	0.0030
5.423	 1.381	0.0022
5.448	 1.401	0.0042
5.473	 1.420	0.0018
5.498	 1.420	0.0010
5.523	 1.460	0.0034
5.548	 1.460	0.0030
5.573	 1.479	0.0026
5.598	 1.499	0.0030
5.623	 1.519	0.0030
5.648	 1.539	0.0022
5.673	 1.558	0.0026
5.698	 1.578	0.0026
5.723	 1.578	0.0022
5.748	 1.598	0.0026
5.773	 1.618	0.0034
5.798	 1.637	0.0030
5.823	 1.637	0.0034
5.848	 1.657	0.0038
5.873	 1.696	0.0034
5.898	 1.736	0.0030
5.923	 1.795	0.0030
5.948	 1.775	0.0026
5.973	 1.775	0.0038
5.998	 1.815	0.0042
6.023	 1.835	0.0034
6.048	 1.854	0.0042
6.073	 1.894	0.0046
6.098	 1.854	0.0042
6.123	 1.894	0.0042
6.148	 1.894	0.0042
6.173	 1.933	0.0038
6.198	 1.933	0.0046
6.223	 1.953	0.0046
6.248	 1.973	0.0046
6.273	 1.992	0.0046
6.298	 1.973	0.0054
6.323	 1.973	0.0054
6.348	 1.992	0.0054
6.373	 2.012	0.0038
6.398	 2.032	0.0050
6.423	 2.052	0.0050
6.448	 2.052	0.0042
6.473	 2.071	0.0050
6.498	 2.071	0.0050
6.523	 2.111	0.0054
6.548	 2.130	0.0058
6.573	 2.150	0.0050
6.598	 2.130	0.0058
6.623	 2.190	0.0054
6.648	 2.150	0.0058
6.673	 2.170	0.0054
6.698	 2.170	0.0058
6.723	 2.229	0.0054
6.748	 2.229	0.0058
6.773	 2.269	0.0050
6.798	 2.269	0.0058
6.823	 2.269	0.0038
6.848	 2.269	0.0058
6.873	 2.288	0.0054
6.898	 2.347	0.0054
6.923	 2.308	0.0058
6.948	 2.347	0.0058
6.973	 2.367	0.0054
6.998	 2.387	0.0058
7.023	 2.407	0.0062
7.048	 2.367	0.0062
7.073	 2.426	0.0066
7.098	 2.466	0.0066
7.123	 2.466	0.0066
7.148	 2.466	0.0074
7.173	 2.505	0.0062
7.198	 2.446	0.0066
7.223	 2.486	0.0062
7.248	 2.545	0.0066
7.273	 2.525	0.0070
7.298	 2.545	0.0062
7.323	 2.545	0.0066
7.348	 2.564	0.0070
7.373	 2.584	0.0066
7.398	 2.584	0.0074
7.423	 2.624	0.0095
7.448	 2.604	0.0074
7.473	 2.643	0.0074
7.498	 2.624	0.0078
