     0.000     -2.023     -1.923
     1.001     -2.066     -1.840
     1.201     -2.057     -2.028
     1.401     -2.062     -1.878
     1.601     -2.093     -1.915
     1.801     -2.036     -1.991
     2.002     -2.083     -1.908
     2.202     -2.106     -1.928
     2.402     -2.066     -1.890
     2.602     -2.127     -1.893
     2.802     -2.117     -1.859
     3.003     -2.145     -1.742
     3.203     -2.157     -1.959
     3.403     -2.074     -1.837
     3.603     -2.175     -1.756
     3.803     -2.115     -1.960
     4.004     -2.054     -1.826
     4.204     -2.063     -1.829
     4.404     -1.880     -1.899
     4.604     -1.786     -1.795
     4.804     -1.645     -1.788
     5.005     -1.385     -1.730
     5.205     -1.209     -1.864
     5.405     -0.872     -1.755
     5.605     -0.665     -1.593
     5.805     -0.357     -1.773
     6.006      0.059     -1.638
     6.206      0.331     -1.553
     6.406      0.770     -1.710
     6.606      1.208     -1.517
     6.806      1.584     -1.518
     7.007      2.099     -1.487
     7.207      2.543     -1.434
     7.407      3.047     -1.419
     7.607      3.591     -1.369
     7.807      4.110     -1.436
     8.008      4.750     -1.277
     8.208      5.229     -1.193
     8.408      5.860     -1.300
     8.608      6.519     -1.163
     8.808      7.085     -1.084
     9.009      7.771     -1.169
     9.209      8.417     -0.975
     9.409     10.289     -1.036
     9.609     10.971     -1.005
     9.809     11.610     -0.913
    10.010     12.305     -0.807
    10.210     12.970     -0.619
    10.410     13.704     -0.708
    10.610     14.357     -0.587
    10.810     14.828     -0.312
    11.011     15.456     -0.440
    11.211     16.004     -0.211
    11.411     17.353     -0.647
    11.611     17.958     -0.726
    11.811     18.370     -0.586
    12.012     18.877     -0.537
    12.212     19.171     -0.451
    12.412     19.538     -0.348
    12.612     19.909     -0.288
    12.812     20.176     -0.254
    13.013     20.509     -0.286
    13.213     20.763     -0.157
    13.413     20.870     -0.046
    13.613     21.067     -0.147
    13.813     21.229     -0.096
    14.014     21.427     -0.165
    14.214     21.561     -0.160
    14.414     21.587     -0.049
    14.614     21.667     -0.059
    14.814     21.683     -0.037
    15.015     22.583     -0.735
    16.016     21.148      0.045
    16.216     21.074     -0.057
    16.416     21.090      0.043
    16.616     21.096      0.044
    16.816     21.097      0.051
    17.017     21.067      0.045
    17.217     21.183      0.040
    17.417     21.117      0.074
    17.617     21.107     -0.058
    17.817     21.162      0.058
    18.019     21.075      0.158
    18.219     21.102     -0.042
    18.419     21.114      0.089
    18.619     21.044      0.077
    18.819     21.103      0.058
    19.020     21.063      0.093
    19.220     21.087      0.089
    19.420     21.080      0.102
    19.620     21.020      0.117
    19.820     21.090      0.100
    20.021     21.025      0.147
    20.221     21.025      0.017
    20.421     21.076      0.133
    20.621     20.985      0.219
    20.821     21.041      0.004
    21.022     21.076      0.138
    21.222     21.022      0.091
    21.422     21.035      0.094
    21.622     21.031      0.123
    21.822     21.036      0.100
    22.023     21.011      0.123
    22.223     20.991      0.094
    22.423     21.067      0.115
    22.623     20.992      0.108
    22.823     21.031      0.013
    23.024     21.166      0.198
    23.224     21.169      0.253
    23.424     21.293      0.045
    23.624     21.447      0.233
    23.824     21.545      0.302
    24.025     21.824      0.314
    24.225     22.070      0.403
    24.425     22.308      0.518
    24.625     22.667      0.598
    24.825     22.984      0.665
    25.026     23.711      3.807
    25.426     24.963      2.281
    25.626     25.577      2.461
    25.826     25.957      2.764
    26.027     26.551      2.842
    26.227     27.122      3.033
    26.427     27.661      3.230
    26.627     28.228      3.372
    28.429     34.947      2.588
    28.629     35.774      2.366
    28.829     36.590      2.190
    29.030     37.274      2.049
    29.230     37.953      1.954
    29.430     38.739      1.588
    29.630     39.366      1.291
    29.830     39.992      0.968
    30.031     40.694      0.453
    30.231     41.159      0.371
    30.431     41.777     -0.114
    30.631     42.409     -0.685
    30.831     42.910     -0.879
    31.032     43.454     -1.518
    31.232     43.992     -1.955
    31.432     44.513     -2.416
    31.632     45.024     -2.993
    31.832     45.312     -3.380
    32.033     45.868     -4.043
    32.233     46.335     -4.575
    32.433     46.702     -5.116
    32.633     47.185     -5.831
    32.833     47.474     -6.110
    33.034     47.856     -6.653
    33.234     48.370     -7.443
    33.434     48.666     -7.806
    33.634     48.969     -8.423
    33.834     49.348     -8.946
    34.035     49.700     -9.421
    34.235     50.039    -10.005
    34.435     50.215    -10.394
    34.635     50.702    -11.113
    34.835     51.029    -11.564
    35.036     51.271    -12.080
    35.236     51.707    -12.640
    35.436     52.024    -12.928
    35.636     52.274    -13.290
    35.836     52.821    -14.030
    42.044     41.933    -18.781
    42.244     41.321    -18.522
    42.444     40.661    -18.626
    42.644     40.062    -18.285
    48.850     20.035    -11.461
    49.051     19.648    -11.476
    49.251     19.118    -11.486
    49.451     18.568    -11.320
    49.651     18.093    -11.473
    49.851     17.484    -11.355
    50.052     16.896    -11.371
    50.252     16.479    -11.476
    50.452     15.822    -11.206
    50.652     15.437    -11.427
    50.852     14.949    -11.620
    51.053     14.376    -11.404
    51.253     13.999    -11.637
    51.453     13.410    -11.718
    51.653     12.936    -11.828
    51.853     12.651    -12.000
    52.054     12.108    -12.072
    52.254     11.849    -12.434
    58.061      2.763    -18.270
    58.261      2.360    -18.273
    58.461      2.058    -18.473
    58.661      1.819    -18.636
    58.861      1.472    -18.781
    59.062      1.222    -18.984
    59.262      0.818    -18.963
    59.462      0.561    -19.282
    59.662      0.113    -19.229
    59.862     -0.360    -19.234
    60.063     -0.537    -19.575
    60.263     -1.023    -19.393
    60.463     -1.438    -19.790
    60.663     -1.719    -19.770
    60.863     -2.230    -19.668
    61.064     -2.463    -19.886
    61.264     -2.781    -19.965
    61.464     -3.249    -20.046
    61.664     -3.578    -20.165
    61.864     -3.935    -20.113
    62.065     -4.273    -20.433
    62.265     -4.615    -20.278
    62.465     -4.991    -20.299
    62.665     -5.299    -20.615
    62.865     -6.585    -19.912
    63.066     -6.986    -20.063
    63.266     -7.222    -20.145
    63.466     -7.581    -20.141
    63.666     -7.944    -20.189
    63.866     -8.196    -20.366
    64.067     -8.585    -20.393
    64.267     -8.886    -20.474
    64.467     -9.209    -20.463
    64.667     -9.458    -20.576
    64.867     -9.785    -20.372
    65.068    -10.170    -20.459
    65.268    -10.392    -20.596
    65.468    -10.749    -20.605
    65.668    -10.980    -20.754
    65.868    -11.279    -20.929
    66.069    -11.671    -20.936
    66.269    -11.897    -21.034
    66.469    -12.199    -21.152
    66.669    -12.499    -21.415
    66.869    -12.754    -21.381
    67.070    -13.049    -21.387
    67.270    -13.227    -21.679
    67.470    -13.554    -21.511
    67.670    -13.860    -21.679
    67.870    -13.951    -21.924
    68.071    -15.924    -21.709
    68.271    -16.279    -21.897
    68.471    -16.425    -21.966
    68.671    -16.654    -22.036
    68.871    -16.908    -22.174
    69.072    -17.033    -22.152
    69.272    -17.436    -22.294
    69.472    -17.566    -22.251
    69.672    -17.673    -22.276
    69.872    -18.085    -22.512
    70.073    -18.100    -22.434
    70.273    -18.509    -22.639
    70.473    -18.670    -22.768
    70.673    -18.792    -22.715
    70.873    -19.164    -22.920
    71.074    -19.322    -22.976
    71.274    -19.478    -23.086
    71.474    -19.682    -23.237
    71.674    -19.836    -23.218
    71.874    -20.114    -23.425
    72.075    -20.187    -23.384
    72.275    -20.384    -23.474
    72.475    -20.564    -23.555
    72.675    -20.605    -23.491
    72.875    -20.926    -23.623
    73.076    -21.125    -23.701
    73.276    -21.178    -23.526
    73.476    -21.366    -23.714
    73.676    -21.549    -23.687
    73.876    -20.749    -23.848
    74.077    -20.717    -23.779
    74.277    -21.121    -23.671
    74.477    -21.267    -23.809
    74.677    -21.346    -23.683
    74.877    -21.595    -23.781
    75.078    -21.522    -24.026
    75.278    -21.674    -23.824
    75.478    -21.676    -23.996
    75.678    -21.705    -23.914
    75.878    -21.956    -23.806
    76.079    -21.968    -23.846
    76.279    -22.123    -23.730
    76.479    -22.398    -23.679
    76.679    -22.500    -23.462
    76.879    -22.818    -23.162
    77.081    -22.808    -23.186
    77.281    -23.069    -22.775
    77.481    -23.263    -22.511
    77.681    -23.423    -22.449
    77.881    -23.746    -21.816
    78.082    -23.888    -21.597
    78.282    -24.044    -21.104
    78.482    -24.292    -20.503
    78.682    -24.335    -20.125
    78.882    -24.521    -19.465
    79.083    -24.489    -19.119
    79.283    -24.466    -18.467
    79.483    -24.553    -17.865
    79.683    -24.384    -17.554
    79.883    -24.418    -16.802
    80.084    -24.284    -16.375
    80.284    -24.091    -15.919
    80.484    -24.121    -15.181
    80.684    -24.468    -14.442
    80.884    -24.271    -13.904
    81.085    -23.586    -13.726
    81.285    -23.462    -13.272
    81.485    -23.332    -12.769
    81.685    -23.191    -12.311
    81.885    -23.164    -11.607
    82.086    -23.126    -11.144
   120.126     14.788      0.468
   120.326     15.509      0.763
   120.526     16.327      0.850
   120.726     16.842      1.024
   120.926     17.541      1.024
   121.127     18.165      1.115
   121.327     18.938      1.040
   121.527     19.619      1.161
   121.727     20.094      1.400
   121.927     20.964      1.420
   122.128     21.776      1.476
   122.328     22.462      1.737
   122.528     23.320      1.890
   122.728     23.996      1.981
   122.928     24.711      2.245
   123.129     25.603      2.195
   123.329     26.290      2.392
   123.529     27.213      2.366
   123.729     27.903      2.637
   123.929     28.635      2.756
   124.130     29.408      2.639
   124.330     30.003      2.946
   124.530     30.834      2.943
   124.730     31.749      2.909
   124.930     32.333      3.001
   125.131     33.203      2.957
   125.331     33.895      3.012
   125.531     34.629      2.874
   125.731     35.442      2.779
   125.931     36.142      2.670
   126.132     36.916      2.466
   126.332     37.667      2.289
   126.532     38.343      1.927
   126.732     39.160      1.443
   126.932     39.699      1.158
   127.133     40.417      0.774
   127.333     40.997      0.425
   127.533     41.538      0.010
   127.733     42.136     -0.354
   127.933     42.688     -0.816
   128.134     43.207     -1.333
   128.334     43.827     -1.791
   128.534     44.151     -2.217
